0,C29
1,C29
2,C29
3,C29
4,C29
5,C29
6,C29
7,C29
8,C29
9,C29
10,C29
11,C29
12,C29
13,C29
14,C29
15,C29
16,C29
17,C29
18,C29
19,C29
20,C29
21,C29
22,C29
23,C29
24,C29
25,C29
26,C29
27,C29
28,C29
29,C29
30,C29
31,C29
32,C29
33,C29
34,C29
35,C29
36,C29
37,C29
38,C29
39,C29
40,C29
41,C29
42,C29
43,C29
44,C29
45,C29
46,C29
47,C29
48,C29
49,C29
50,C29
51,C29
52,C29
53,C29
54,C29
55,C29
56,C29
57,C29
58,C29
59,C29
60,C29
61,C29
62,C29
63,C29
64,C29
65,C29
66,C29
67,C29
68,C29
69,C29
70,C29
71,C29
72,C29
73,C29
74,C29
75,C29
76,C29
77,C29
78,C29
79,C29
80,C29
81,C29
82,C29
83,C29
84,C29
85,C29
86,C29
87,C29
88,C29
89,C29
90,C29
91,C29
92,C29
93,C29
94,C29
95,C29
96,C29
97,C29
98,C29
99,C29
100,C29
101,C29
102,C29
103,C29
104,C29
105,C29
106,C29
107,C29
108,C29
109,C29
110,C29
111,C29
112,C29
113,C29
114,C29
115,C29
116,C29
117,C29
118,C29
119,C29
120,C29
121,C29
122,C29
123,C29
124,C29
125,C29
126,C29
127,C29
128,C29
129,C29
130,C29
131,C29
132,C29
133,C29
134,C29
135,C29
136,C29
137,C29
138,C29
139,C29
140,C29
141,C29
142,C29
143,C29
144,C29
145,C29
146,C29
147,C29
148,C29
149,C29
150,C29
151,C29
152,C29
153,C29
154,C29
155,C29
156,C29
157,C29
158,C29
159,C29
160,C29
161,C29
162,C29
163,C29
164,C29
165,C29
166,C29
167,C29
168,C29
169,C29
170,C29
171,C29
172,C29
173,C29
174,C29
175,C29
176,C29
177,C29
178,C29
179,C29
180,C29
181,C29
182,C29
183,C29
184,C29
185,C29
186,C29
187,C29
188,C29
189,C29
190,C29
191,C29
192,C29
193,C29
194,C29
195,C29
196,C29
197,C29
198,C29
199,C29
200,C29
201,C29
202,C29
203,C29
204,C29
205,C29
206,C29
207,C29
208,C29
209,C29
210,C29
211,C29
212,C29
213,C29
214,C29
215,C29
216,C29
217,C29
218,C29
219,C29
220,C29
221,C29
222,C29
223,C29
224,C29
225,C29
226,C29
227,C29
228,C29
229,C29
230,C29
231,C29
232,C29
233,C29
234,C29
235,C29
236,C29
237,C29
238,C29
239,C29
240,C29
241,C29
242,C29
243,C29
244,C29
245,C29
246,C29
247,C29
248,C29
249,C29
250,C29
251,C29
252,C29
253,C29
254,C29
255,C29
256,C29
257,C29
258,C29
259,C29
260,C29
261,C29
262,C29
263,C29
264,C29
265,C29
266,C29
267,C29
268,C29
269,C29
270,C29
271,C29
272,C29
273,C29
274,C29
275,C29
276,C29
277,C29
278,C29
279,C29
280,C29
281,C29
282,C29
283,C29
284,C29
285,C29
286,C29
287,C29
288,C29
289,C29
290,C29
291,C29
292,C29
293,C29
294,C29
295,C29
296,C29
297,C29
298,C29
299,C29
300,C29
301,C29
302,C29
303,C29
304,C29
305,C29
306,C29
307,C29
308,C29
309,C29
310,C29
311,C29
312,C29
313,C29
314,C29
315,C29
316,C29
317,C29
318,C29
319,C29
320,C29
321,C29
322,C29
323,C29
324,C29
325,C29
326,C29
327,C29
328,C29
329,C29
330,C29
331,C29
332,C29
333,C29
334,C29
335,C29
336,C29
337,C29
338,C29
339,C29
340,C29
341,C29
342,C29
343,C29
344,C29
345,C29
346,C29
347,C29
348,C29
349,C29
350,C29
351,C29
352,C29
353,C29
354,C29
355,C29
356,C29
357,C29
358,C29
359,C29
360,C29
361,C29
362,C29
363,C29
364,C29
365,C29
366,C29
367,C29
368,C29
369,C29
370,C29
371,C29
372,C29
373,C29
374,C29
375,C29
376,C29
377,C29
378,C29
379,C29
380,C29
381,C29
382,C29
383,C29
384,C29
385,C29
386,C29
387,C29
388,C29
389,C29
390,C29
391,C29
392,C29
393,C29
394,C29
395,C29
396,C29
397,C29
398,C29
399,C29
400,C29
401,C29
402,C29
403,C29
404,C29
405,C29
406,C29
407,C29
408,C29
409,C29
410,C29
411,C29
412,C29
413,C29
414,C29
415,C29
416,C29
417,C29
418,C29
419,C29
420,C29
421,C29
422,C29
423,C29
424,C29
425,C29
426,C29
427,C29
428,C29
429,C29
430,C29
431,C29
432,C29
433,C29
434,C29
435,C29
436,C29
437,C29
438,C29
439,C29
440,C29
441,C29
442,C29
443,C29
444,C29
445,C29
446,C29
447,C29
448,C29
449,C29
450,C29
451,C29
452,C29
453,C29
454,C29
455,C29
456,C29
457,C29
458,C29
459,C29
460,C29
461,C29
462,C29
463,C29
464,C29
465,C29
466,C29
467,C29
468,C29
469,C29
470,C29
471,C29
472,C29
473,C29
474,C29
475,C28
476,C28
477,C28
478,C28
479,C28
480,C28
481,C28
482,C28
483,C28
484,C28
485,C28
486,C28
487,C28
488,C28
489,C28
490,C28
491,C28
492,C28
493,C28
494,C28
495,C28
496,C28
497,C28
498,C28
499,C28
500,C28
501,C28
502,C28
503,C28
504,C28
505,C28
506,C28
507,C28
508,C28
509,C28
510,C28
511,C28
512,C28
513,C28
514,C28
515,C28
516,C28
517,C28
518,C28
519,C28
520,C28
521,C28
522,C28
523,C28
524,C28
525,C28
526,C28
527,C28
528,C28
529,C28
530,C28
531,C28
532,C28
533,C28
534,C28
535,C28
536,C28
537,C28
538,C28
539,C28
540,C28
541,C28
542,C28
543,C28
544,C28
545,C28
546,C28
547,C28
548,C28
549,C28
550,C28
551,C28
552,C28
553,C28
554,C28
555,C28
556,C28
557,C28
558,C28
559,C28
560,C28
561,C28
562,C28
563,C28
564,C28
565,C28
566,C28
567,C28
568,C28
569,C28
570,C28
571,C28
572,C28
573,C28
574,C28
575,C28
576,C28
577,C28
578,C28
579,C28
580,C28
581,C28
582,C28
583,C28
584,C28
585,C28
586,C28
587,C28
588,C28
589,C28
590,C28
591,C28
592,C28
593,C28
594,C28
595,C28
596,C28
597,C28
598,C28
599,C28
600,C28
601,C28
602,C28
603,C28
604,C28
605,C28
606,C28
607,C28
608,C28
609,C28
610,C28
611,C28
612,C28
613,C28
614,C28
615,C28
616,C28
617,C28
618,C28
619,C28
620,C28
621,C28
622,C28
623,C28
624,C28
625,C28
626,C28
627,C28
628,C28
629,C28
630,C28
631,C28
632,C28
633,C28
634,C28
635,C28
636,C28
637,C28
638,C28
639,C28
640,C28
641,C28
642,C28
643,C28
644,C28
645,C28
646,C28
647,C28
648,C28
649,C28
650,C28
651,C28
652,C28
653,C28
654,C28
655,C28
656,C28
657,C28
658,C28
659,C28
660,C28
661,C28
662,C28
663,C28
664,C28
665,C28
666,C28
667,C28
668,C28
669,C28
670,C28
671,C28
672,C28
673,C28
674,C28
675,C28
676,C28
677,C28
678,C28
679,C28
680,C28
681,C28
682,C28
683,C28
684,C28
685,C28
686,C28
687,C28
688,C28
689,C28
690,C28
691,C28
692,C28
693,C28
694,C28
695,C28
696,C28
697,C28
698,C28
699,C28
700,C28
701,C28
702,C28
703,C28
704,C28
705,C28
706,C28
707,C28
708,C28
709,C28
710,C28
711,C28
712,C28
713,C28
714,C28
715,C28
716,C28
717,C28
718,C28
719,C28
720,C28
721,C28
722,C28
723,C28
724,C28
725,C28
726,C28
727,C28
728,C28
729,C28
730,C28
731,C28
732,C28
733,C28
734,C28
735,C28
736,C28
737,C28
738,C28
739,C28
740,C28
741,C28
742,C28
743,C28
744,C28
745,C28
746,C28
747,C28
748,C28
749,C28
750,C28
751,C28
752,C28
753,C28
754,C28
755,C28
756,C28
757,C28
758,C28
759,C28
760,C28
761,C28
762,C28
763,C28
764,C28
765,C28
766,C28
767,C28
768,C28
769,C28
770,C28
771,C28
772,C28
773,C28
774,C28
775,C28
776,C28
777,C28
778,C28
779,C28
780,C28
781,C28
782,C28
783,C28
784,C28
785,C28
786,C28
787,C28
788,C28
789,C28
790,C28
791,C28
792,C28
793,C28
794,C28
795,C28
796,C28
797,C28
798,C28
799,C28
800,C28
801,C28
802,C28
803,C28
804,C28
805,C28
806,C28
807,C28
808,C28
809,C28
810,C28
811,C28
812,C28
813,C28
814,C28
815,C28
816,C28
817,C28
818,C28
819,C28
820,C28
821,C28
822,C28
823,C28
824,C28
825,C28
826,C28
827,C28
828,C28
829,C28
830,C28
831,C28
832,C28
833,C28
834,C28
835,C28
836,C28
837,C28
838,C28
839,C28
840,C28
841,C28
842,C28
843,C28
844,C28
845,C28
846,C28
847,C28
848,C28
849,C28
850,C28
851,C28
852,C28
853,C28
854,C28
855,C28
856,C28
857,C28
858,C28
859,C28
860,C28
861,C28
862,C28
863,C28
864,C28
865,C28
866,C28
867,C28
868,C28
869,C28
870,C28
871,C28
872,C28
873,C28
874,C28
875,C28
876,C28
877,C28
878,C28
879,C28
880,C28
881,C28
882,C28
883,C28
884,C28
885,C28
886,C28
887,C28
888,C28
889,C28
890,C28
891,C28
892,C28
893,C28
894,C28
895,C28
896,C28
897,C28
898,C28
899,C28
900,C28
901,C28
902,C28
903,C28
904,C28
905,C28
906,C28
907,C28
908,C28
909,C28
910,C28
911,C28
912,C28
913,C28
914,C28
915,C28
916,C28
917,C28
918,C28
919,C28
920,C28
921,C28
922,C28
923,C28
924,C28
925,C28
926,C28
927,C28
928,C28
929,C28
930,C28
931,C28
932,C28
933,C28
934,C28
935,C28
936,C28
937,C28
938,C28
939,C28
940,C28
941,C28
942,C28
943,C28
944,C28
945,C28
946,C28
947,C28
948,C28
949,C28
950,C28
951,C28
952,C28
953,C28
954,C28
955,C28
956,C28
957,C28
958,C28
959,C28
960,C28
961,C28
962,C28
963,C28
964,C28
965,C28
966,C28
967,C28
968,C28
969,C28
970,C28
971,C28
972,C28
973,C28
974,C28
